"market","address","floor","city","state","postal","status","LATA","NPA","NXX","CLLI","SWCLLI","type","entranece","latitude","longitude","vcoordinate","hoordinate"
"Atlanta-Sandy Springs-Marietta, GA","497 W Paces Ferry Rd NW","Pole Antenna","Atlanta","GA","30305","Stubbed","438","","","ATLQGASY","ATLNGABU","Small Cell","Linear","33.8454877","-84.4022960","7243.80","2096.50"
"United Kingdom, GBR","240 East India Dock Rd","Ground/MMR1/ODF","London","","E14 9YY","On-Net","","","","LONEENOZ","","Neutral Data Center","Dual","51.5111450","-0.0055500","-5831.60","-482.80"
"Atlanta-Sandy Springs-Marietta, GA","Northside Dr & West Paces Ferry","Pole Antenna","Atlanta","GA","30305","Stubbed","438","","","","ATLNGABU","Small Cell","Linear","33.8472714","-84.4072800","7243.90","2097.50"
"Toledo, OH","3332 Dorr St","","Toledo","OH","43607","On-Net","326","419","322","TOLDOH53","TOLDOH53","ILEC Central Office","Linear","41.6531420","-83.6224020","5709.90","2831.60"
"Toledo, OH","121 N Huron St","","Toledo","OH","43604","On-Net","326","419","930","TOLDOH21","TOLDOH21","ILEC Central Office","Linear","41.6504360","-83.5389790","5703.50","2819.60"
"Charlotte-Gastonia-Rock Hill, NC-SC","E Trade St & S Brevard St","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2242310","-80.8403290","6657.50","1698.10"
"Las Vegas-Paradise, NV","4855 Engineers Way","1st/suite 102","North Las Vegas","NV","89081","On-Net","721","","","NLVGNVWP","NLVGNVXF","Office","","36.2472811","-115.1048645","8646.90","7407.70"
"Charlotte-Gastonia-Rock Hill, NC-SC","W Trade St & S Clarkson St","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","","35.2339700","-80.8509600","6656.70","1700.80"
"United Kingdom, GBR","91-93 Cleveland St","1/Comm/ODF","London","","W1T 6PL","On-Net Restricted","","","","LONHENKZ","","Retail","Dual","51.5216932","-0.1405438","",""
"Charlotte-Gastonia-Rock Hill, NC-SC","N Church St & W Trade St","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","","35.2284400","-80.8439400","6657.10","1699.10"
"Atlanta-Sandy Springs-Marietta, GA","599 Collier Rd NW","Pole Antenna","Atlanta","GA","30318","Stubbed","438","","","","ATLNGAHR","Small Cell","Linear","33.8105180","-84.4075580","7250.90","2093.60"
"Charlotte-Gastonia-Rock Hill, NC-SC","W 5th St & W 6th St","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2336900","-80.8484100","6656.50","1700.40"
"Atlanta-Sandy Springs-Marietta, GA","442 E Paces Ferry Rd NE","Pole Antenna","Atlanta","GA","30305","Stubbed","438","","","ATLRGAKU","ATLNGABU","Small Cell","Linear","33.8385210","-84.3733910","7242.50","2091.20"
"Charlotte-Gastonia-Rock Hill, NC-SC","E 5th St & N Davidson St","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2236100","-80.8368500","6657.30","1697.50"
"Atlanta-Sandy Springs-Marietta, GA","250 W Paces Ferry Rd NW","Pole Antenna","Atlanta","GA","30305","Stubbed","438","","","","ATLNGABU","Small Cell","Linear","33.8440912","-84.3938107","7243.30","2095.00"
"United Kingdom, GBR","1-11 John Adams St","Basement/Level 3/BT Room/BFP","London","","WC2N 6HS","On-Net","","","","LONDENVX","","Office","Linear","51.5090173","-0.1222687","",""
"Atlanta-Sandy Springs-Marietta, GA","Pharr Rd NE & Grandview Ave NE","Pole Antenna","Atlanta","GA","30305","Stubbed","438","","","","ATLNGABU","Small Cell","Linear","33.8370188","-84.3763577","7243.00","2091.50"
"Charlotte-Gastonia-Rock Hill, NC-SC","W 6th & N Church","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","","35.2295300","-80.8419800","6656.70","1699.00"
"Atlanta-Sandy Springs-Marietta, GA","255 Collier Rd NW","Pole Antenna","Atlanta","GA","30309","Stubbed","438","","","","ATLNGAPP","Small Cell","Linear","33.8085741","-84.3982731","7250.40","2092.00"
"Charlotte-Gastonia-Rock Hill, NC-SC","W Trade St & S Cedar St","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2330600","-80.8499600","6656.80","1700.60"
"Memphis, TN-MS-AR","201 Poplar Ave","12","Memphis","TN","38103","Fiber Only","468","901","522","MMPHTNTL","MMPHTNMA","Office","Linear","35.1484248","-90.0466600","7470.40","3126.50"
"United Kingdom, GBR","120 Moorgate","6th/Comm/ODF RACK A2","London","","EC2M 6UR","On-Net Restricted","","","","LONHEN93","","Office","","51.5189757","-0.0876600","",""
"Charlotte-Gastonia-Rock Hill, NC-SC","N Tryon & W 8th","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2303300","-80.8369300","6656.10","1698.30"
"United Kingdom, GBR","14 Coriander Ave, Telehouse North","4th/BTMU Suite/ODF","London","","E14 2AA","On-Net","","","","LONHEN13","","Neutral Data Center","Diverse","51.5119810","-0.0019320","",""
"Washington-Arlington-Alexandria, DC-VA-MD-WV","400 Virginia Ave SW","3rd Floor, Suite 340, LAN ROOM","Washington","DC","20024","Fiber Only","236","","","WASIDCDY","WASHDCSW","Office","Linear","38.8841420","-77.0182710","",""
"United Kingdom, GBR","7&8 Prince's St, Prince's Crt","1st Floor, Turkiye Is Bankasi Comms Room","London","","EC2R 8AQ","Fiber Only","","","","LONHENQK","","Finance","Linear","51.5141763","-0.0887341","",""
"New York-Northern New Jersey-Long Island, NY-NJ-PA","365 S Randolphville Rd","1st Floor/MMR","Piscataway","NJ","08854","On-Net","224","","235","PSWYNJAX","PSWYNJPI","Neutral Data Center","","40.5526500","-74.4593500","5075.91","1444.30"
"United Kingdom, GBR","20 Lanrick Rd","Ground Fl/Comm Rm/ODF","London","","E14 0JF","Stubbed","","","","LONHENRD","","Office","Diverse","51.5151970","0.0018620","",""
"United Kingdom, GBR","12 Lisle Street","Splice Point West LON-01128","London","","WC2H 7BG","Fiber Only","","","","LONHENVT","","ILEC Central Office","","51.5113874","-0.1309189","",""
"United Kingdom, GBR","68 Molesworth St, Riverdale House","1st Fl/Data Center/ODF","London","","SE13 7EY","Fiber Only","","","","LONEENCR","","Office","Diverse","51.4601593","-0.0137074","",""
"United Kingdom, GBR","47 Millharbour","6TH/TULLET LIBERTY SUITE/ODF","London","","E14 9TR","On-Net Restricted","","","","LONDENDE","","Neutral Data Center","Dual","51.4968567","-0.0188127","",""
"Charlotte-Gastonia-Rock Hill, NC-SC","W 7th and N Tryon","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2297700","-80.8399000","6656.40","1698.70"
"Charlotte-Gastonia-Rock Hill, NC-SC","E 4th & S Tryon","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2263420","-80.8439900","6657.50","1698.90"
"Atlanta-Sandy Springs-Marietta, GA","1100 Peachtree St NE","Suite 2800","Atlanta","GA","30309","Fiber Only","438","","206","ATLNGA26","ATLNGAPP","Office","Linear","33.7849169","-84.3831646","7253.50","2087.00"
"Moses Lake, WA","2200 M St NE","Floor 1, Data Room","Quincy","WA","98848","Fiber Only","676","","","QNCYWACY","QNCYWAXX","Neutral Data Center","","47.2461009","-119.8156767","6379.40","8519.00"
"Charlotte-Gastonia-Rock Hill, NC-SC","E 7th St & N Caldwell St","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2257000","-80.8352600","6656.70","1697.50"
"Denver-Aurora-Broomfield, CO","160 Inverness Dr W","","Englewood","CO","80112","Fiber Only","656","","370","ENWDCO27","DNVRCODC","Office","Linear","39.5758248","-104.8717117","7529.40","5868.40"
"Charlotte-Gastonia-Rock Hill, NC-SC","S College & E Trade","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2262984","-80.8424760","6657.30","1698.60"
"Charlotte-Gastonia-Rock Hill, NC-SC","W 5th St & N Tryon St","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2281230","-80.8421430","6657.00","1698.80"
"United Kingdom, GBR","160 Great Portland St","BASEMENT/MACHINE ROOM/ODF/DOUBLE NEGATIVE","London","","W1W 5QA","Fiber Only","","","","LONGEN49","","Media/Content/Cloud","Diverse","51.5209800","-0.1428600","",""
"Atlanta-Sandy Springs-Marietta, GA","55 Marietta St NW","5th Fl MMR","Atlanta","GA","30303","On-Net","438","404","382","ATLNGAMA","ATLNGACS","Neutral Data Center","","33.7558370","-84.3911090","7259.70","2085.20"
"United Kingdom, GBR","3 Nutmeg Lane, Global Switch 2","7th/G06-01/CAGE CA-02/ODF","London","","E14 2AX","Fiber Only","","","","LONDENEM","","Neutral Data Center","Diverse","51.5109555","-0.0034610","",""
"Charlotte-Gastonia-Rock Hill, NC-SC","E 5th & N College","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2269000","-80.8412000","6657.10","1698.50"
"Charlotte-Gastonia-Rock Hill, NC-SC","E 7th & N College","Unknown","Charlotte","NC","28202","Fiber Only","","","","","CHRLNCCA","Small Cell","Linear","35.2284270","-80.8390040","6656.60","1698.40"
"Atlanta-Sandy Springs-Marietta, GA","250 Williams St NW","Bsmt","Atlanta","GA","30303","On-Net","438","404","382","ATLNGAQS","ATLNGACS","Neutral Data Center","","33.7612740","-84.3909860","7258.60","2085.80"
"United Kingdom, GBR","8-9 Harbour Exchange","1st/MMR 2/ODF","London","","E14 9HF","On-Net Restricted","","","","LONDENKG","","Neutral Data Center","Diverse","51.4981480","-0.0153840","",""
"United Kingdom, GBR","Lampton Road","2nd Fl/Comm Rm/ODF","Hounslow","","TW3 4EY","On-Net Restricted","","","","LONHENSR","","Enterprise","Diverse","51.4782638","-0.3647310","",""
"United Kingdom, GBR","9 Noel St","1/Machine/ODF","London","","W1F 8GH","On-Net Restricted","","","","LONHENES","","Office","Linear","51.5150905","-0.1366432","",""
"United Kingdom, GBR","South End Row","BT Exchange Entry Chamber","London","","W8 5BX","Fiber Only","","","","LONHENZU","","ILEC Central Office","","51.4990150","-0.1890008","",""
"Boise City-Nampa, ID","12435 W Ustick Rd","1st Floor/Telco","Boise","ID","83713","On-Net","652","","","BOIUIDFC","BOISIDWE","Elementary School","","43.6332958","-116.3377990","7093.80","7888.70"
"Indianapolis-Carmel, IN","701 W Henry St","Suite 303","Indianapolis","IN","46225","Fiber Only","336","317","634","IPLWIN75","IPLSIN01","Carrier POP","","39.7596300","-86.1709710","6275.30","2992.80"
"Boise City-Nampa, ID","50 N Ward Ave","1st Floor/Teleco","Meridian","ID","83642","On-Net","652","","","MRDNID89","MRDNIDMA","Local/State Government","","43.6047420","-116.4204671","7102.00","7900.60"
"Pittsburgh, PA","2630 Liberty Ave","VZB POP","Pittsburgh","PA","15222","On-Net Restricted","234","412","471","PITBPALP","PITBPADT","Carrier POP","","40.4547890","-79.9757070","5615.40","2183.20"
"South Bend-Mishawaka, IN-MI","1400 S Grant St","","South Bend","IN","46619","Fiber Only","332","574","288","SBNDIN1E","SBNDIN01","ILA","","41.6602340","-86.2781720","5923.40","3208.50"
"Chicago-Joliet-Naperville, IL-IN-WI","810 Jorie Blvd","","Oak Brook","IL","60523","Fiber Only","358","630","571","OKBRILDO","OKBRILOA","Data Center","","41.8462570","-87.9396780","6016.60","3465.80"
"Wheeling, WV-OH","69500 Bannock Rd","","Saint Clairsville","OH","43950","Stubbed","324","740","699","SCVLOH1F","SCVIOH69","ILA","","40.1082814","-80.9720754","5768.20","2282.10"
"Lynchburg, VA","2010 Atherholt Rd","","Lynchburg","VA","24501","Fiber Only","250","434","522","LYBGVA56","LYBGVACH","Carrier POP","","37.4127500","-79.1696550","6096.60","1706.20"
"Boise City-Nampa, ID","3675 N Jullion St","1st Floor/Teleco","Boise","ID","83704","On-Net","652","","","BOIUIDEY","BOISIDWE","Elementary School","","43.6381730","-116.3078070","7092.00","7884.10"
"Ann Arbor, MI","3939 Packard St","","Ann Arbor","MI","48108","On-Net","340","734","434","ANARMISE","ANARMISE","ILEC Central Office","Linear","42.2457490","-83.6820890","5604.30","2906.00"
"Atlanta-Sandy Springs-Marietta, GA","250 Williams St NW","Atrium Level Suite 1120","Atlanta","GA","30303","On-Net","438","404","382","ATLNGAQS","ATLNGACS","Neutral Data Center","","33.7612740","-84.3909860","7258.60","2085.80"
"Ann Arbor, MI","220 E Huron St","","Ann Arbor","MI","48104","On-Net","340","734","222","ANARMIIB","ANARMIMN","Office","Linear","42.2810748","-83.7462949","5603.00","2918.90"
"Cleveland-Elyria-Mentor, OH","4000 Chester Ave","","Cleveland","OH","44103","On-Net Restricted","320","216","361","CLEVOH97","CLEVOH43","Carrier POP","Dual","41.5050650","-81.6577370","5571.10","2540.50"
"Reading, PA","2561 Bernville Rd Bldg 2","Suite A","Reading","PA","19605","On-Net","228","610","372","BERVPAAR","LRDLPALB","Office","Linear","40.3808070","-75.9826070","5255.60","1625.70"
"Toledo, OH","1130 Matzinger Rd","","Toledo","OH","43612","On-Net","326","419","930","TOLDOHIT","TOLDOH40","Carrier POP","Linear","41.7073340","-83.5195050","5691.30","2823.20"
"Toledo, OH","639 Oliver St","Level 3","Toledo","OH","43609","On-Net Restricted","326","419","242","TOLEOHBR","TOLDOH38","Carrier POP","Linear","41.6385550","-83.5471220","5706.40","2819.40"
"Atlanta-Sandy Springs-Marietta, GA","51 Peachtree Center Ave NE","5th Fl","Atlanta","GA","30303","Fiber Only","438","404","382","ATLNGATL","ATLNGACS","Carrier POP","","33.7558656","-84.3857519","7259.20","2084.30"
"Ann Arbor, MI","4575 Concourse Dr","","Ann Arbor","MI","48108","On-Net","340","734","821","PFTPMI01","ANARMISE","Carrier POP","Linear","42.2202520","-83.7285460","5612.90","2909.60"
"Boise City-Nampa, ID","700 N Star Rd","1st Floor/Teleco","Star","ID","83669","On-Net","652","","","STARIDAJ","STARIDNM","Elementary School","","43.6989566","-116.4923818","7083.40","7915.00"
"Ann Arbor, MI","324 E Huron St","","Ann Arbor","MI","48104","On-Net","340","734","821","ANARMIMN","ANARMIMN","ILEC Central Office","Linear","42.2809930","-83.7448970","5602.90","2918.70"
"Harrisburg-Carlisle, PA","5000 Ritter Rd","suite 205","Mechanicsburg","PA","17055","Stubbed","226","717","691","MBRGPAAC","MBRGPAME","Office","Linear","40.2062400","-76.9599450","5380.60","1736.40"
"Boise City-Nampa, ID","7700 W Snohomish St","1st Floor/Telco","Boise","ID","83709","On-Net","652","","","BOIUIDEV","BOISIDSW","Elementary School","","43.5586655","-116.2799283","7108.40","7877.00"
"United Kingdom, GBR","25 Dowgate Hill Cannon Bridge House","3rd Floor/Comms Room/ODF","London","","EC4R 2SB","On-Net Restricted","","","","LONDENFQ","","Office","Diverse","51.5108868","-0.0903338","",""
"Lansing-East Lansing, MI","3400 Franette Rd","1","Lansing","MI","48906","On-Net","346","517","321","LNNGMINW","LNNGMIMN","ILEC Central Office","Linear","42.7678712","-84.6027571","5581.40","3091.70"
"Memphis, TN-MS-AR","847 Monroe Ave","","Memphis","TN","38103","Fiber Only","468","901","522","MMPHTNQI","MMPHTNMA","College/University","Linear","35.1392216","-90.0330342","7471.10","3123.40"
"Lansing-East Lansing, MI","106 W Jolly Rd","","Lansing","MI","48910","On-Net","346","517","272","LNNGMISO","LNNGMISO","ILEC Central Office","Linear","42.6830411","-84.5530119","5593.30","3075.50"
"Stockton, CA","11660 W Linne Rd","1st floor","Tracy","CA","95376","Fiber Only","738","","","TRACCADR","TRACCA11","ILA","Dual","37.6951550","-121.4460930","8495.50","8551.70"
"United Kingdom, GBR","6 Greenwich View Place","1st/1N08/ODF","London","","E14 9NN","On-Net","","","","LONDENCE","","Neutral Data Center","Diverse","51.4943400","-0.0192320","",""
"Boise City-Nampa, ID","2870 E Rome Dr","1st Floor/Telco","Meridian","ID","83642","On-Net","652","","","MRDNID78","MRDNIDMA","Elementary School","","43.5731690","-116.3589366","7107.30","7889.90"
"Lansing-East Lansing, MI","221 N Washington Sq","","Lansing","MI","48933","On-Net","346","517","816","LNNGMIMN","LNNGMIMN","ILEC Central Office","Linear","42.7352906","-84.5529960","5583.50","3081.20"
"Lansing-East Lansing, MI","240 E South St","CO.","Lansing","MI","48910","On-Net","346","517","816","LNNGMI01","LNNGMISO","Zayo POP","Linear","42.7197490","-84.5490110","5586.10","3079.00"
"Memphis, TN-MS-AR","475 Jack Kramer Dr","","Memphis","TN","38117","Fiber Only","468","901","682","MMPHTNZF","MMPHTNEL","Office","Linear","35.1180510","-89.8917710","7464.10","3098.80"
"Fort Wayne, IN","411 E Berry St","","Fort Wayne","IN","46802","On-Net","334","260","223","FTWYIN01","FTWYINXA","Carrier POP","Dual","41.0802740","-85.1345620","5941.60","2983.10"
"Atlanta-Sandy Springs-Marietta, GA","2349 Meadow Church Way","MMR","Duluth","GA","30097","Fiber Only","438","","","DLTHGAGQ","DLTHGAHS","Mobile Service Center","","33.9798534","-84.1010239","7191.30","2063.50"
"Fort Wayne, IN","202 W Berry St","","Fort Wayne","IN","46802","On-Net","334","260","223","FTWYINMC","FTWYINXA","Office","Dual","41.0791983","-85.1414996","5942.30","2984.00"
"Fort Wayne, IN","5612 Wilkie Dr","","Fort Wayne","IN","46804","On-Net","334","260","432","FTWYINXL","FTWYINXL","ILEC Central Office","Linear","41.0618177","-85.2165263","5951.70","2992.80"
"Boise City-Nampa, ID","4701 E Braddock Dr","1st floor/Telco","Boise","ID","83709","On-Net","652","","","BSCYID30","BOISIDSW","Elementary School","","43.5992480","-116.3367170","7101.10","7887.30"
"Fort Wayne, IN","4011 N Clinton St","","Fort Wayne","IN","46805","On-Net","334","260","373","FTWYINXF","FTWYINXF","ILEC Central Office","Linear","41.1150961","-85.1322063","5934.80","2986.50"
"Pensacola-Ferry Pass-Brent, FL","100 N Q St","Adjacent Carrier Room","Pensacola","FL","32505","On-Net Restricted","448","","","PNSCFLUP","PNSCFLBL","Zayo POP","","30.4134105","-87.2433326","",""
"Fort Wayne, IN","303 E Berry St","","Fort Wayne","IN","46802","On-Net","334","260","223","FTWYINXA","FTWYINXA","ILEC Central Office","Dual","41.0799850","-85.1362109","5941.70","2983.30"
"Fort Wayne, IN","1710 Directors Row","1st Flr","Fort Wayne","IN","46808","On-Net","334","260","407","FTWYIN07","FTWYINXF","Carrier POP","Linear","41.1192635","-85.1645474","5936.60","2991.60"
"Ann Arbor, MI","777 E Eisenhower Pkwy","","Ann Arbor","MI","48108","On-Net","340","734","213","ANARMICC","ANARMISE","Office","Linear","42.2445647","-83.7372510","5609.00","2913.50"
"Indianapolis-Carmel, IN","7250 E 75th St","","Indianapolis","IN","46256","Fiber Only","336","317","578","IPLEINRH","FSHRIN01","High School","Linear","39.8921020","-86.0408210","6239.70","2987.60"
"Lansing-East Lansing, MI","320 N Washington Sq","","Lansing","MI","48933","On-Net","346","517","816","LNNGMIDC","LNNGMIMN","Carrier POP","Linear","42.7366140","-84.5519230","5583.20","3081.20"
"United Kingdom, GBR","11 Hanbury St","1st Floor/SUITE 109/ODF","London","","E1 6QR","On-Net Restricted","","","","LONDENKE","","Neutral Data Center","Diverse","51.5215900","-0.0731200","",""
"Lansing-East Lansing, MI","320 N Washington Sq","","Lansing","MI","48933","On-Net","346","517","816","LNNGMIDC","LNNGMIMN","Carrier POP","Linear","42.7366140","-84.5519230","5583.20","3081.20"
"Jacksonville, FL","421 W Church St","4thFl MMR","Jacksonville","FL","32202","On-Net","452","","","JCVLFLJB","JCVLFLCL","Neutral Data Center","Linear","30.3309610","-81.6624980","7647.40","1276.10"
"Lansing-East Lansing, MI","220 N Capitol Ave","AT&T IXC POP","Lansing","MI","48933","On-Net","346","517","218","LNNGMIFM","LNNGMIMN","ILEC Central Office","Linear","42.7355580","-84.5536170","5583.50","3081.30"
